caption,Nama Tempat,Alamat,Jam Operasional,Kota,Akun Instagram,Jam Buka,Jam Tutup,Is 24H,Is Overnight,Kategori Tempat,Kategori Multilabel List,Kategori Multilabel
"Ada coffee shop baru di Jogja yang suasananya kayak lagi staycation di villa!

Tempat ini cocok banget buat kalian yang pengen cari tempat tenang atau menepi sejenak dari keramaian kota. Cocok buat WFC sekalian ngademin pikiran, ngobrol santai bareng temen atau sekedar menikmati kopi dengan suasana alam yang bikin betah.

Jadi ini tu cabang terbarunya Arah Coffee di Jogja yang hadir dengan nuansa homey dan asri. Areanya sangat luas dengan suasana yang jauh dari bising. Serunya ada kolam ikan yang cukup luas dengan pohon-pohon rindangnya yang bikin tempat ini makin bikin betah.

Oh iya satu lagi, tempat ini buka 24 jam ya! 

Arah Coffee Nook @arahcoffee.id 
24 JAM
Jl. Dewan Raya, Corongan, Maguwoharjo, Depok, Sleman, Daerah Istimewa Yogyakarta

#CoffeeshopJogja #HiddenGemJogja #ARAHome #JogjaCoffeeshop #referensikopi #coffeeshopjogja24jam",Arah Coffee Nook,"Jl. Dewan Raya, Corongan, Maguwoharjo, Depok, Sleman, Daerah Istimewa Yogyakarta",24 Jam,Sleman,@arahcoffee.id,00:00,23:59,True,False,Ngopi Santai,['Ngopi Santai'],Ngopi Santai
"Coffee shop baru di tengah kota Jogja.

Selalu excited kalau ada coffee shop baru yang makin bikin ramai dunia perkopian di Jogja, satu yang terbaru dan belum lama ini kami kunjungi ada @yoji_coffee. Coffee shop compact dengan konsep  modern minimalis dengan sentuhan Japanese-inspired design yang sangat memanjakan visual dan juga lidah. 

Coffee shop ini tipikal yang fokus ke menu espresso based jadi sangat cocok buat temen-temen yang ke coffee shop memang untuk cari specialty kopi. Untuk menu non kopinya tidak banyak, tapi tenang, ada matcha ceremonial grade juga buat temen-temen yang lagi suka minum matcha.

Lokasinya masih di tengah kota tepatnya di daerah Karangkajen dengan vibes yang seru, apalagi sore duduk di depan menikmati suasana sambil nyeruput magic.

Oh iya satu lagi, coffee shop ini menyediakan playground di bagian belakang yang cukup proper ya jadi bisa dibilang kids friendly.

Yoji Coffee @yoji_coffee
07:00 ——— 22:00
Jl. Tritunggal (Karangkajen) Yogyakarta

#coffeeshopbarujogja #coffeeshopjogja #jogjacoffeeshop #yojicoffee",Yoji Coffee,Jl. Tritunggal (Karangkajen) Yogyakarta,07:00 - 22:00,Yogyakarta,"@yoji_coffee, @yoji_coffee.",07:00,22:00,False,False,Ngopi Santai,['Ngopi Santai'],Ngopi Santai
"Nggak cuma nyaman buat WFC tapi juga kalian bisa lebih hemat kalau ngopi, meeting atau nugas disini karena tiap hari ada diskon!

Diskonnya tu dibagi tiap jam-jam tertentu dan makin malem makin hemat: jam 10:00-13:00 diskon 10% | 16:00-19:00 diskon 15% | 21:00-23:00 diskon 20%! Ada juga membership card dengan beberapa benefit menarik. Selain itu mereka ada menu baru: chicken pedia yang harganya 25K aja.

Nama tempatnya @kanarisocietyandspace yang punya tempat super nyaman, luas, fasilitas lengkap dan punya banyak pilihan menu. Oh iya mereka juga sangat terbuka buat kalian yang pengen ngadain event disini ya! Ada stage luas di belakang!

Dah langsung gas aja ya!

Kanari Society & Space @kanarisocietyandspace 
10:00 ——— 24:00
Jl. Cemp. Baru, Dero, Condongcatur, Sleman, YK

#referensikopi #coffeeshopjogja #jogjacoffeeshop #workingspacejogja #wfcjogja",Kanari Society & Space,"Jl. Cemp. Baru, Dero, Condongcatur, Sleman, YK",10:00 - 24:00,Sleman,@kanarisocietyandspace,10:00,23:59,False,False,Area Lengkap,['Area Lengkap'],Area Lengkap
"Salah satu coffee shop ternyaman di Jogja buat WFC! 

Begitu masuk langsung kerasa cozynya, kursi ergonomis bersandar, pencahayaan nyaman, AC dingin & indoor & outdoor sama-sama nyaman dan punya vertikal garden.

Nah buat kalian mahasiswa baru ada diskon 10% untuk menu tertentu ya, tinggal tunjukin KTM aja ke barista.

Menu yang jadi favorit: Pistachio Kunafa Donut! Soft donut ketemu crunchy kunafa plus legit pistachio yang bikin nagih.

Mau buat nugas atau nongkrong santai, tempat ini berhasil banget bikin betah.

Goffee Donuts & Coffee @goffeeyogyakarta @goffee.indonesia 
10:00 —— 01:00 
Jl. Wahid Hasyim, Condongcatur, Sleman, Yogyakarta

#coffeeshopjogja #jogjacoffeeshop #cafe #kedaikopijogja #kafejogja #kopipagijogja #ngopipagi #ngopipagijogja",Goffee Donuts & Coffee,"Jl. Wahid Hasyim, Condongcatur, Sleman, Yogyakarta",10:00 - 01:00,Sleman,"@goffee.indonesia, @goffeeyogyakarta",10:00,01:00,False,True,Ngopi Santai,"['Ngopi Santai', 'WFC Nyaman']","Ngopi Santai, WFC Nyaman"
"Hidden slow bar coffee shop baru di Jogja!

Buat sebagian orang, ngopi di slow bar terasa lebih seru karena experiencenya yang beda, tapi juga buat sebagian orang agak kurang cocok karena mungkin tempatnya memang lebih compact supaya fokusnya tetap ke kopi dan experience yang didapat, nah di @kalasukakopi ini agak beda karena tempatnya cukup luas untuk konsep slow bar. Jadi selain ngopi, kamu juga bisa WFC atau nugas di sini.

Sesuai judul, lokasinya memang cukup hidden, tepatnya tersembunyi di area Jalan Gondang Raya (tembusan jakal - terminal concat). Karena tersembunyi @kalasukakopi ini punya vibes yang tenang banget ditambah dengan serunya aktivitas warga sekitar karena memang berada di tengah-tengah pemukiman.

Buat menunya kalau kalian lagi suka banget sama dirty latte kalian juga bisa coba disini ya! Teksturnya creamy, manisnya pas, dan tetap balance. Menu lainnya juga menarik, kalau mau nyobain white dengan profile beans modern dan filter dengan lineup beans yang terkurasi juga ada ya! Oh iya untuk menu ice mereka serving pakai tumbler jadi ngga gampang watery. 

Kalasuka Kopi @kalasukakopi
07.00 ——— 21.00
Jl. Nuri No.28, Kentungan, Condongcatur, Depok, Sleman, Yogyakarta

#coffeeshopjogja #jogjacoffeeshop #slowbarjogja #cafejogja #kafejogja #kedaikopijogja",Kalasuka Kopi,"Jl. Nuri No.28, Kentungan, Condongcatur, Depok, Sleman, Yogyakarta",07.00 - 21.00,Sleman,@kalasukakopi,07:00,21:00,False,False,WFC Nyaman,['WFC Nyaman'],WFC Nyaman
"Belum lama buka udah jadi favorit ngopi di tengah kota! Beneran nggak nyangka bakal ada coffee shop yang areanya luas dan hijau gini di tengah kota, literally cuma 2 menit dari Tugu Jogja! ✨

Tempatnya ada 2 lantai yang keduanya cukup nyaman. Lantai 1 ada set sofa yang cocok buat santai dan lantai 2 ada beberapa meja kursi ergonomis yang lebih cocok buat nugas. Oh iya ada area balkon juga di lantai 2 yang bisa buat nyantai.

Buat menunya kemarin nyobain es kopi susu yang creamy dan balance. Yang agak beda mereka juga punya menu makan & snack khas comfort local food. Mulai dari sei sapi (smokey dan nendang), nasi lidah sambal ijo, pisang goreng srikaya (favorit), sampai ubi goreng pakai sambal pedas yang bikin nagih.

Secara keseluruhan, tempat ini cocok banget buat kalian yang cari coffee shop luas di tengah kota + banyak pohon dan angin sepoi-sepoi. Nyaman buat WFC/nugas, nongkrong santai, atau makan bareng temen dan keluarga.

Oh iya, selain coffee shop, di sini juga ada collective space dengan beberapa tenant lain yang bisa kalian explore ya!

Toko Kami @tokokamiid
10:00 ——— 22:00
Jl. Jend. Sudirman, Yogyakarta

#referensikopi #coffeeshopjogja #jogjacoffeeshop #cafejogja #kedaikopijogja",Toko Kami,"Jl. Jend. Sudirman, Yogyakarta",10:00 - 22:00,Yogyakarta,@tokokamiid,10:00,22:00,False,False,Ngopi Santai,['Ngopi Santai'],Ngopi Santai
"Coffee shop baru lagi di Jogja! Kali ini ada di deket XT Square, enak banget buat ngopi pagi! 🍃

Nama tempatnya @litteantcoffee, serius vibesnya enak banget, tenang, konsep & penataannya menarik, ada pohon yang bikin tempatnya rindang dan kopinya enak! Pokoknya cocok bgt buat ngechill. ✨

Kalau kalian lagi di daerah XT Square atau lebih tepatnya daerah Jalan Nitikan Baru dan lagi pengen ngopi enak ataupun WFC/nugas tempat ini wajib kalian datangin sih. Area indoor & outdoornya semua nyaman tinggal pilih mau duduk dimana. 

Buat menunya bisa dibilang nggak banyak tapi fokus, terbagi menjadi basic, filter, signature dan non coffee. Basicnya nice! Kemarin coba white pas keluar liat presentasinya cakep, lengkap dengan tray + air putih dan notes kecil buat info beans yang dipakai. Ada es kopi susu yang cukup balance dan mocktailnya yang seger.

Dah langsung datengin aja ya!

Little Ant Coffee @littleantcoffee
08:00 ——— 24:00
Jl. Nitikan Baru, Yogyakarta

#coffeeshopjogja #jogjacoffeeshop #cafejogja #kedaikopijogja #kafejogja",Little Ant Coffee,"Jl. Nitikan Baru, Yogyakarta",08:00 - 24:00,Yogyakarta,"@litteantcoffee, @littleantcoffee",08:00,23:59,False,False,Ngopi Santai,['Ngopi Santai'],Ngopi Santai
"Muter-muter daerah Benteng baru Kraton eh nemu “warung makan” asik kayak gini.

Awalnya kirain kopian ada rame-rame pada duduk di depan ternyata tempat makan yang jualan masakan padang! Iya masakan padang! Menu-menunya ada ayam pop, dendeng batokok, ayam batokok, telur itiak barendo sampai jangek siram juga ada! 

Kemarin nyobain ayam pop dan ayam batokoknya dan semuanya nikmat. Selain itu juga ada tiramisu kaleng buat dessertnya dan minumannya ada matcha, hojicha latte, strawberry matcha latte.

Tempatnya cukup mungil jadi kalau full ya kalian harus nunggu dulu di luar, atau mau makan di luar sambil duduk-duduk di benteng barunya Kraton juga asik kok 👌🏻

Btw, warung makan konsep tipical kayak gini kayaknya bakal banyak nih di Jogja. Menarik!

Rudy the Pantry @rudythepantry 
15:00 —— 21:00 (Senin Tutup)
Jl. Suryomentaraman Wetan, Kraton, Yogyakarta",Rudy the Pantry,"Jl. Suryomentaraman Wetan, Kraton, Yogyakarta",15:00 - 21:00,Yogyakarta,@rudythepantry,15:00,21:00,False,False,Ngopi Santai,['Ngopi Santai'],Ngopi Santai
"Coffee shop baru luas di Nologaten ✨

Coffee shop 2 lantai luas yang belum lama buka di daerah Nologaten dengan vibes cheerful yang menu kopinya ngga bisa diremehin seriusan kemarin nyobain latte & filternya enak👌🏻

Areanya ada banyak, mulai dari semi indoor deket pintu masuk, indoor ac di area bar, indoor open air lantai 2 yang luas (ini bisa disewa buat event ya) lengkap dengan mini stage di lantai 2. Overall tempat ini cocok bgt buat nugas/WFC karena banyak meja/kursi ergonomis atau ya sekedar nongkrong sambil minum kopi juga sabi!

Buat menunya selain kopi dan non kopi mereka juga ada snack sampai main course ya! Buat kopinya enak khususnya yang basic dan filter.

Cek detail menu di slide 3 ya!

DeBill’s Coffee @debills.coffee
10:00 —— 02:00 
Jl. Wahid Hasyim, Nologaten, Sleman, Yogyakarta 

#referensikopi #coffeeshopjogja #jogjacoffeeshop",DeBill’s Coffee,"Jl. Wahid Hasyim, Nologaten, Sleman, Yogyakarta",10:00 - 02:00,Sleman,@debills.coffee,10:00,02:00,False,True,Ngopi Santai,['Ngopi Santai'],Ngopi Santai
"Kalau kalian lagi pengen kabur sebentar dari hiruk pikuk Jogja dan nyari suasana adem tempat ini cocok banget kalian datengin!

Cuma sekitar 1,5 jam dari Jogja udah langsung disambut sama udara dingin yang nyegerin plus view cantik banget kayak gini, sejauh mata memandang full view yang nggak bikin bosen. Hamparan ladang hijau, gunung Merapi Merbabu dan udara sejuknya yang bikin betah. Udah kayak backdrop alam yang nggak perlu filter lagi.

Nama tempatnya @the.mahesa, salah satu café & eatery di Boyolali atas atau daerah Selo dengan proporsi seimbang antara view & menu yang oke.

Pokoknya vibes-nya bener-bener pas buat yang mau kabur sebentar dari hiruk pikuk Jogja dan nyari suasana adem. 

Share ajakin orang terdekat kalian ya! ✨

The Mahesa @the.mahesa
10:00 —— 20:00
Selo, Boyolali, Jawa Tengah

#boyolali #coffeeshopjogja #jogjacoffeeshop #seloboyolali",The Mahesa,"Selo, Boyolali, Jawa Tengah",10:00 - 20:00,Lainnya,@the.mahesa,10:00,20:00,False,False,Area Lengkap,"['Ngopi Santai', 'Area Lengkap']","Ngopi Santai, Area Lengkap"
"Coffee shop baru di Jogja yang lokasinya bikin kaget 

Iya pas pertama tau kalau cabang terbarunya @nabecoffee.id ini di Kusumanegara biasa aja sebenernya tapi pas tau kalau lokasi persisnya ada di dalam area Gedung Keuangan Negara kami sedikit kaget 😅

Well terlepas dari itu cabang terbaru dari Nabe ini nambahin referensi atau daftar ngopi di sekitaran Kusumanegara dan sekalian ngasih suasana ngopi yang sedikit berbeda. Oh iya kalau pagi sampai sore parkirnya di deket pos security ya, jadi dari gerbang utama langsung kiri aja.

Tempatnya cukup compact dengan 2 area indoor yang terpisah + area outdoor ditengahnya dan di bagian depan. Untuk menunya sepertinya sama dengan nabe coffee yang pertama ada coffee, non coffee, light bite, pastry hingga main course.

Cek detail menu di slide 3 ya!

Nabe Coffee Kusuma @nabecoffee.id 
07:00 ——— 24:00
Jl. Kusumanegara (Gedung Keuangan Negara)

#coffeeshopjogja #jogjacoffeeshop",Nabe Coffee Kusuma,Jl. Kusumanegara (Gedung Keuangan Negara),07:00 - 24:00,Lainnya,@nabecoffee.id,07:00,23:59,False,False,Ngopi Santai,['Ngopi Santai'],Ngopi Santai
"Lagi nyari tempat ngopi yang tenang tapi tetep di tengah kota Jogja? Coba deh datengin hidden coffee shop ini. Lokasinya ada di daerah Timoho, Muja Muju, nggak jauh dari mana-mana, tapi suasananya tenang banget.

Begitu masuk, vibes-nya langsung berasa cozy dan estetik. Tempatnya dua lantai, ada spot indoor yang nyaman dan area balkon semi outdoor juga. Enak banget buat yang mau WFC atau sekadar santai sambil ngopi.

Menunya juga lengkap! Dari kopi, non-kopi, sampai pastry, cake, snack, bahkan main course yang semuanya worth the price!

Kalau kamu suka tempat ngopi yang hidden, adem, tenang, tapi tetap strategis Dehaven bisa jadi salah satu spot wajib buat kamu cobain ya!

Dehaven Coffee @dehaven.coffee 
09:00 —— 23:00 (Selasa - Minggu)
Jl. Ganesha II No.50, Muja Muju, Umbulharjo, Kota Yogyakarta (daerah Timoho)

#referensikopi #coffeeshopjogja #jogjacoffeeshop",Dehaven Coffee,"Jl. Ganesha II No.50, Muja Muju, Umbulharjo, Kota Yogyakarta (daerah Timoho)",09:00 - 23:00,Yogyakarta,@dehaven.coffee,09:00,23:00,False,False,Ngopi Santai,"['Ngopi Santai', 'Area Lengkap']","Ngopi Santai, Area Lengkap"
"Hidden coffee shop baru deket flyover Jombor ✨

Belum lama ini kami nyobain hidden coffee shop di sekitaran flyover Jombor atau lebih tepatnya masuk gang sebelah bakmi Jombor. 

Awalnya agak nggak nyangka ada coffee shop didalamnya tapi setelah sampai kami diberikan vibes yang cukup menyenangkan. Pertama bagian outdoornya asik banget. Ini mirip vibes pinggiran kota kayak di film-film lengkap dengan halaman kosong yang masih luas + bengkel mobil disampingnya. Beneran vibes yang beda a 🙌🏻

Bagian indoornya ada 2 area pertama di area bar dan satu lagi terpisah di area samping yang lebih cocok buat nugas. 

Untuk menunya nggak ada yang gagal, kopinya good dan porsi makannya pun banyak dan sangat worth the price! Kalau kalian lagi pengen ngopi santai atau sekalian nugas bisa agendain kesininya!

Kaiv Coffee @coffeekaiv 
09:00 — 23:00
Sekitar Flyover Jombor (masuk gang Bakmi Jombor)

#coffeeshopjogja #jogjacoffeeshop #referensikopi",Kaiv Coffee,Sekitar Flyover Jombor (masuk gang Bakmi Jombor),09:00 - 23:00,Lainnya,@coffeekaiv,09:00,23:00,False,False,Ngopi Santai,['Ngopi Santai'],Ngopi Santai
"Balik lagi ke coffee shop dengan suasana tenang yang dikelilingi pohon-pohon hijau besar deket UGM/UNY.

Kali ini kami datang saat matahari hampir terbenam, ternyata asik juga menghabiskan waktu senja-malam di @niwacoffee.yk apalagi di area outdoor yang memadukan lampu temaram hangat dan suasana tenang.

Tempat ini cocok buat sekadar nongkrong bareng temen atau WFC. Untuk menunya juga bisa dibilang lengkap ya, ada coffee non coffee snack hingga main course. Cek detail menunya di slide 3!

Niwa Coffee Eatery @niwacoffee.yk
09:00 — 23:00
Jl. Gambir Karangasem Baru, Karang Gayam, Caturtunggal, Depok, Sleman, Yogyakarta

#coffeeshopjogja #jogjacoffeeshop #cafejogja",Niwa Coffee Eatery,"Jl. Gambir Karangasem Baru, Karang Gayam, Caturtunggal, Depok, Sleman, Yogyakarta",09:00 - 23:00,Sleman,@niwacoffee.yk,09:00,23:00,False,False,Ngopi Santai,"['Menu Variatif', 'Ngopi Santai', 'Area Lengkap']","Menu Variatif, Ngopi Santai, Area Lengkap"
"Salah satu specialty coffee shop di Jogja yang paling proper buat WFC, ketemu rekan kerja, ngajak keluarga ataupun sekedar minum kopi enak!

Tempat ini mungkin udah jadi favorit buat sebagian temen-teman yang udah nggak mau mikir mau kemana kalau mau nugas atau WFC dengan kriteria tempat nyaman, fasilitas lengkap punya kopi dan makanan enak.

Ruminate ini emang dari dulu nggak main-main soal kenyamanan tempat dan kualitas produknya. Mulai dari biji kopi yang mereka olah sendiri, full arabica buat coffee milk hingga ada kopi dengan non dairy milk.

Menu makanannya pun beragam dan proper, nah disini tu pastanya the best guys kalian harus coba! Selain itu mereka juga punya menu salmon dan healthy food (smoothie) ya!

Oh iya satu lagi mereka juga punya kolam ikan di area indoor! Asik sih buat sejenak nge-resfresh pikiran 😃

Dah langsung datengin aja ya!

Ruminate @ruminate.id 
09:00 ——— 24:00
Jl. Lempongsari, Sleman, Yogyakarta

#referensikopi #coffeeshopjogja #jogjacoffeeshop",Ruminate,"Jl. Lempongsari, Sleman, Yogyakarta",09:00 - 24:00,Sleman,@ruminate.id,09:00,23:59,False,False,Ngopi Santai,['Ngopi Santai'],Ngopi Santai
"Coffee shop baru homey di daerah Jakal.

Belakangan Jogja emang lagi banyak banget coffee shop baru bermunculan, salah satunya yang ada di daerah Jakal ini atau tepatnya di Kayen, Condoncatur.

Nama tempatnya @rubahcoffee.id yang punya tempat cukup luas. Areanya terbagi menjadi beberapa bagian dengan fasilitas lengkap seperti meeting room, silent room, vaping room, smoking room, musholla hingga outdoor dengan view sawah dan angin sepoi-sepoi.

Menu-menunya pun proper dan banyak banget pilihannya, mulai dari coffee, non coffee, snack hingga main course semua ada. Kemarin ada satu yang cukup menarik yaitu wild milk latte yang ngemix 3 variant susu: fresh milk, almond milk dan oat milk harganya 28K (lupa ga ketulis di foto). Simpel sebenernya tapi cukup manjadi pembeda.

Detail menu cek di foto ya!

Rubah Coffee @rubahcoffee.id
08:00 ——— 24:00
Kayen, Condongcatur, Sleman, Yogyakarta

#referensikopi #coffeeshopjogja #jogjacoffeeshop",Rubah Coffee,"Kayen, Condongcatur, Sleman, Yogyakarta",08:00 - 24:00,Sleman,@rubahcoffee.id,08:00,23:59,False,False,WFC Nyaman,"['Area Lengkap', 'WFC Nyaman']","Area Lengkap, WFC Nyaman"
"Kalau kalian lagi cari tempat yang bener-bener buat fokus nugas atau wfc tempat ini bisa kalian datengin!

Buka 24 jam, ada private space yang bisa selonjoran, private room (lengkap dengan kabel lan, loker, ring light dan ambiance lamp yang bisa diatur), 2 meeting room, mushola, cubicle area hingga smoking ac semuanya ada di satu tempat ini! 

Sesuai namanya mereka juga menyediakan internet high speed anti lemot. Total area ada 2 lantai dengan beberapa space yang bisa kalian pilih sesuai kebutuhan. 

Buat menu-menunya juga lengkap dan worthit! Manjain customer banget kan? Gas agendain!

Internet Learning Cafe @internetlearningcafe
24 Jam
Jl. Kaliurang KM 5, Sleman, Yogyakarta

#referensikopi #coffeeshopjogja #jogjacoffeeshop coffee shop jogja",Internet Learning Cafe,"Jl. Kaliurang KM 5, Sleman, Yogyakarta",24 Jam,Sleman,@internetlearningcafe,00:00,23:59,True,False,Area Lengkap,['Area Lengkap'],Area Lengkap
"Kalau lagi pengen cari suasana yang beda atau bosen di Jogja gitu-gitu aja serius kalian harus kesini!

Cuma 1,5 jam (kurang lebih) dari Jogja tapi udah dapet tempat secakep ini! Nama tempatnya @lembahmanah_kopi kopi yang lokasinya ada di Cepogo, Boyolali.

Selain tempatnya yang cakep, sejuk, adem, view pegunungan pilihan menu-menunya juga banyak, unik dan worthit. Nggak cuma itu aja mereka juga sering ngadain live music & live performance tari jawa gitu tentunya dengan view lereng pegunungan yang ngga ada di Jogja 😍

Detail videonya cek di reels ya!

Lembah Manah Kopi @lembahmanah_kopi
09:00 —— 21:00
Boyolali, Jawa Tengah

#coffeeshopboyolali #cafeboyolali #referensikopi #coffeeshopjogja #jogjacoffeeshop #coffeeshopsolo #solocoffeeshop",Lembah Manah Kopi,"Boyolali, Jawa Tengah",09:00 - 21:00,Lainnya,@lembahmanah_kopi,09:00,21:00,False,False,Area Lengkap,['Area Lengkap'],Area Lengkap
